year,gross_return,gross_sharpe,net_return,net_sharpe,average_turnover,annualised_turnover,average_gross_exposure,average_beta_exposure
2019,0.02279313865356794,0.588194544519712,-0.0363848084599104,-0.9373890217855271,0.46966624693236775,118.35589422695668,0.6895856508409514,0.0004989050902650434
2020,0.11386578017368677,1.3348298582881153,0.0562352731909859,0.66027751109578,0.45738497605318174,115.2610139654018,0.6332973453539087,1.0875970874237177e-06
2021,-0.05909439215068116,-1.0590932370863515,-0.1133185220219261,-2.034392079441564,0.4303502370733726,108.4482597424899,0.6652295378651497,0.0016375368730992272
2022,0.007601496043113677,0.14943136076612576,-0.045470643487572016,-0.8959493167085234,0.4212074565927436,106.14427906137139,0.643660035726421,0.0011086659480385689
2023,-0.0390108002009006,-0.9106329009357179,-0.09266821866713462,-2.161271361432527,0.42585252750979385,107.31483693246805,0.6053101477932252,0.00028624942968086264
2024,-0.024792904270805088,-0.5872276769998419,-0.07914879831799256,-1.8649006155209462,0.43139598450148803,108.71178809437498,0.6457085588080315,-0.00010660014365413986
2025,0.03387737659067491,0.698320673220555,-0.02096919663176028,-0.43133747420277313,0.4352902636701206,109.6931464448704,0.6690452209511675,0.0003488559143275386
2026,-0.054718496370101774,-0.751222800454665,-0.10498523043388888,-1.4414020622299544,0.3989423338395806,100.53346812757431,0.6261911527567043,0.0016548913199313112
