date,ic
2012-12-26,0.20581632653061221
2012-12-27,-0.18408163265306118
2012-12-28,-0.3120408163265306
2012-12-31,-0.1536734693877551
2013-01-02,-0.040510204081632646
2013-01-03,0.1689795918367347
2013-01-04,-0.1104081632653061
2013-01-07,0.07091836734693877
2013-01-08,-0.050408163265306116
2013-01-09,0.07826530612244896
2013-01-10,-0.058571428571428566
2013-01-11,-0.06551020408163265
2013-01-14,0.13581632653061224
2013-01-15,-0.033163265306122444
2013-01-16,-0.19887755102040813
2013-01-17,-0.2427551020408163
2013-01-18,-0.07469578307999634
2013-01-22,0.2676088676602328
2013-01-23,0.12857142857142856
2013-01-24,-0.22408163265306122
2013-01-25,0.2037755102040816
2013-01-28,0.2931632653061224
2013-01-29,0.2198979591836734
2013-01-30,0.08846938775510203
2013-01-31,0.01357142857142857
2013-02-01,0.15642857142857142
2013-02-04,-0.11224489795918366
2013-02-05,-0.12142857142857141
2013-02-06,-0.17602040816326528
2013-02-07,0.1580612244897959
2013-02-08,0.251734693877551
2013-02-11,0.15418367346938774
2013-02-12,0.03387755102040816
2013-02-13,0.057756575441636517
2013-02-14,0.2664863900456427
2013-02-15,-0.311734693877551
2013-02-19,0.10357142857142856
2013-02-20,-0.20448979591836733
2013-02-21,0.0973469387755102
2013-02-22,-0.4801020408163265
2013-02-25,0.13622448979591836
2013-02-26,0.5033673469387754
2013-02-27,-0.15418367346938774
2013-02-28,-0.049183673469387755
2013-03-01,0.002755102040816326
2013-03-04,0.2688775510204081
2013-03-05,0.17387755102040817
2013-03-06,0.14316326530612242
2013-03-07,0.10397959183673468
2013-03-08,-0.011326530612244897
2013-03-11,0.11612244897959183
2013-03-12,-0.08020408163265307
2013-03-13,0.2437755102040816
2013-03-14,0.011428571428571427
2013-03-15,0.045204081632653055
2013-03-18,-0.08479591836734694
2013-03-19,0.03908163265306122
2013-03-20,-0.10153061224489794
2013-03-21,-0.10224489795918366
2013-03-22,-0.20795918367346936
2013-03-25,-0.21505650661351408
2013-03-26,0.005510204081632652
2013-03-27,-0.19617847400449856
2013-03-28,-0.0064285714285714285
2013-04-01,-0.29244897959183674
2013-04-02,-0.34622448979591836
2013-04-03,0.000510204081632653
2013-04-04,-0.02183673469387755
2013-04-05,0.15020408163265306
2013-04-08,0.27867346938775506
2013-04-09,0.07622448979591837
2013-04-10,0.26153061224489793
2013-04-11,0.08918367346938774
2013-04-12,-0.10265306122448979
2013-04-15,0.0933673469387755
2013-04-16,-0.20795918367346936
2013-04-17,0.22989795918367345
2013-04-18,-0.1607142857142857
2013-04-19,0.28908163265306114
2013-04-22,0.3493877551020408
2013-04-23,0.3711224489795918
2013-04-24,-0.011734693877551019
2013-04-25,0.23551020408163262
2013-04-26,-0.14091836734693874
2013-04-29,-0.3375270108043217
2013-04-30,0.12528211284513804
2013-05-01,0.0846578631452581
2013-05-02,-0.08340936374549819
2013-05-03,0.027034813925570226
2013-05-06,0.3063699009262647
2013-05-07,-0.09003601440576231
2013-05-08,0.18674669867947177
2013-05-09,-0.1359423769507803
2013-05-10,0.21210084033613444
2013-05-13,-0.100984393757503
2013-05-14,-0.13565426170468187
2013-05-15,0.36576230492196876
2013-05-16,-0.22103241296518605
2013-05-17,-0.05805522208883554
2013-05-20,-0.025306122448979586
2013-05-21,0.10444177671068428
2013-05-22,-0.0993517406962785
2013-05-23,-0.042881152460984395
2013-05-24,-0.14256902761104442
2013-05-28,0.07591836734693877
2013-05-29,-0.023001200480192076
2013-05-30,-0.06996398559423768
2013-05-31,0.33454981992797117
2013-06-03,0.0546938775510204
2013-06-04,0.13478991596638654
2013-06-05,0.30909963985594235
2013-06-06,0.07217286914765905
2013-06-07,-0.012917166866746698
2013-06-10,0.4129171668667466
2013-06-11,0.10684273709483794
2013-06-12,0.28124849939975993
2013-06-13,0.1865110807519768
2013-06-14,0.006386554621848738
2013-06-17,-0.1264345738295318
2013-06-18,-0.07697478991596637
2013-06-19,-0.2276590636254502
2013-06-20,0.16024009603841535
2013-06-21,0.21023313891147127
2013-06-24,-0.03798319327731092
2013-06-25,0.07764705882352942
2013-06-26,0.17291716686674669
2013-06-27,0.216619846877489
2013-06-28,0.272124849939976
2013-07-01,0.07591836734693877
2013-07-02,-0.19020408163265307
2013-07-03,0.22199279711884753
2013-07-05,0.13968787515006
2013-07-08,0.1824249699879952
2013-07-09,0.3204321728691476
2013-07-10,0.08148859543817527
2013-07-11,0.16912771019785336
2013-07-12,-0.1847298919567827
2013-07-15,-0.08177671068427371
2013-07-16,-0.035390156062424974
2013-07-17,0.16456182472989198
2013-07-18,0.11683073229291716
2013-07-19,0.02280912364945978
2013-07-22,-0.1630252100840336
2013-07-23,0.15184038036502334
2013-07-24,0.11875150060024009
2013-07-25,0.045235179729238455
2013-07-26,-0.0844657863145258
2013-07-29,0.0022569027611044415
2013-07-30,0.2542617046818727
2013-07-31,-0.020312124849939977
2013-08-01,-0.25454981992797115
2013-08-02,-0.16436974789915965
2013-08-05,0.1063625450180072
2013-08-06,0.2620408163265306
2013-08-07,0.06861944777911164
2013-08-08,0.2552220888355342
2013-08-09,-0.1657142857142857
2013-08-12,0.09003601440576231
2013-08-13,0.0453781512605042
2013-08-14,0.04172869147659064
2013-08-15,-0.09099639855942376
2013-08-16,0.38099354137131414
2013-08-19,-0.20393757503001197
2013-08-20,0.018871548619447776
2013-08-21,-0.09435774309723889
2013-08-22,0.059789655944996176
2013-08-23,-0.0823529411764706
2013-08-26,0.37181272509003604
2013-08-27,-0.1348859543817527
2013-08-28,-0.021848739495798315
2013-08-29,0.012340936374549819
2013-08-30,0.11519807923169266
2013-09-03,0.2993037214885954
2013-09-04,0.002352941176470588
2013-09-05,-0.05824729891956783
2013-09-06,-0.0025450180072028807
2013-09-09,-0.09195678271308522
2013-09-10,-0.00475390156062425
2013-09-11,0.35855942376950783
2013-09-12,0.06967587034813925
2013-09-13,0.05968787515006002
2013-09-16,0.06650660264105641
2013-09-17,0.23793517406962783
2013-09-18,-0.08312124849939975
2013-09-19,-0.08533013205282113
2013-09-20,0.02127250900360144
2013-09-23,-0.02588235294117647
2013-09-24,0.19635054021608642
2013-09-25,-0.3447298919567827
2013-09-26,-0.1787755102040816
2013-09-27,0.18175270108043215
2013-09-30,-0.29555822328931575
2013-10-01,-0.14612244897959184
2013-10-02,-0.014069627851140454
2013-10-03,-0.1032893157262905
2013-10-04,0.38679471788715486
2013-10-07,0.22391356542617047
2013-10-08,-0.26665066026410567
2013-10-09,0.0027370948379351738
2013-10-10,0.09493397358943578
2013-10-11,0.2859543817527011
2013-10-14,0.04605042016806723
2013-10-15,-0.01771908763505402
2013-10-16,-0.24600240096038412
2013-10-17,-0.18050420168067227
2013-10-18,0.12653061224489795
2013-10-21,0.052100840336134456
2013-10-22,-0.0760144057623049
2013-10-23,-0.002064825930372149
2013-10-24,0.4404801920768307
2013-10-25,-0.11049219687875149
2013-10-28,-0.09877551020408162
2013-10-29,-0.023001200480192076
2013-10-30,-0.08849939975990395
2013-10-31,0.2735654261704682
2013-11-01,0.03404561824729892
2013-11-04,0.15889555822328932
2013-11-05,0.04364945978391356
2013-11-06,-0.26021608643457383
2013-11-07,0.25243697478991595
2013-11-08,0.06775510204081632
2013-11-11,0.12489795918367347
2013-11-12,0.06794717887154862
2013-11-13,0.15255702280912364
2013-11-14,0.10540216086434574
2013-11-15,0.3487970049224957
2013-11-18,-0.04989195678271309
2013-11-19,0.11097238895558223
2013-11-20,-0.09762304921968785
2013-11-21,-0.08581032412965187
2013-11-22,-0.0035054021608643456
2013-11-25,0.1908763505402161
2013-11-26,-0.12480192076830732
2013-11-27,-0.25726360393361003
2013-11-29,-0.06545018007202881
2013-12-02,0.33032412965186075
2013-12-03,0.0658343337334934
2013-12-04,0.00552220888355342
2013-12-05,0.23918367346938774
2013-12-06,-0.22698679471788716
2013-12-09,0.12124849939975989
2013-12-10,0.22516206482593037
2013-12-11,0.03308523409363745
2013-12-12,-0.22496998799519805
2013-12-13,-0.023289315726290515
2013-12-16,-0.1057863145258103
2013-12-17,0.02645858343337335
2013-12-18,0.007346938775510203
2013-12-19,0.13939975990396156
2013-12-20,-0.27894357743097237
2013-12-23,-0.16591034603452107
2013-12-24,-0.1237454981992797
2013-12-26,-0.23207683073229293
2013-12-27,-0.2582054791975745
2013-12-30,0.041344537815126044
2013-12-31,0.3554861944777911
2014-01-02,0.08869147659063625
2014-01-03,-0.29498199279711884
2014-01-06,0.035006002400960384
2014-01-07,-0.21603841536614646
2014-01-08,0.09608643457382952
2014-01-09,-0.029339735894357743
2014-01-10,-0.04076830732292917
2014-01-13,0.018007202881152456
2014-01-14,-0.14218487394957982
2014-01-15,0.07294117647058823
2014-01-16,0.15563025210084033
2014-01-17,-0.027611044417767107
2014-01-21,-0.375750300120048
2014-01-22,0.258391356542617
2014-01-23,0.18012004801920767
2014-01-24,-0.018007202881152456
2014-01-27,0.375078031212485
2014-01-28,-0.0728451380552221
2014-01-29,-0.05805522208883554
2014-01-30,-0.10924369747899158
2014-01-31,0.21613445378151258
2014-02-03,-0.17166866746698678
2014-02-04,-0.051236494597839126
2014-02-05,0.23092436974789915
2014-02-06,-0.005714285714285714
2014-02-07,-0.016758703481392558
2014-02-10,0.21498199279711883
2014-02-11,-0.11337334933973588
2014-02-12,-0.043169267707082834
2014-02-13,0.03644657863145258
2014-02-14,-0.07668667466986795
2014-02-18,-0.27078031212484993
2014-02-19,-0.008691476590636255
2014-02-20,0.033326130288844465
2014-02-21,0.0875390156062425
2014-02-24,0.252539076641258
2014-02-25,-0.18559423769507805
2014-02-26,0.15764705882352942
2014-02-27,-0.055703618350229946
2014-02-28,-0.3375270108043217
2014-03-03,0.24849939975990393
2014-03-04,0.18837935174069628
2014-03-05,-0.09570228091236495
2014-03-06,-0.09090036014405761
2014-03-07,0.13872749099639856
2014-03-10,0.21959183673469387
2014-03-11,0.0974309723889556
2014-03-12,-0.10751500600240095
2014-03-13,-0.053733493397358945
2014-03-14,0.2605104565086185
2014-03-17,-0.05354141656662665
2014-03-18,0.013685474189675868
2014-03-19,-0.28950780312124846
2014-03-20,0.053637454981992794
2014-03-21,-0.21709483793517406
2014-03-24,0.04773223848286945
2014-03-25,-0.21210084033613444
2014-03-26,-0.02895558223289316
2014-03-27,-0.31150060024009607
2014-03-28,0.081968787515006
2014-03-31,0.26031212484994
2014-04-01,0.11078031212484994
2014-04-02,-0.022905162064825933
2014-04-03,-0.17435774309723887
2014-04-04,-0.013781512605042016
2014-04-07,-0.03078031212484994
2014-04-08,0.6587755102040818
2014-04-09,-0.3825690276110444
2014-04-10,-0.37402160864345735
2014-04-11,0.15668667466986794
2014-04-14,0.10924369747899158
2014-04-15,-0.1076110444177671
2014-04-16,-0.022424969987995196
2014-04-17,0.18665066026410562
2014-04-21,0.30948379351740696
2014-04-22,0.13863145258103243
2014-04-23,0.08283313325330133
2014-04-24,0.09493397358943578
2014-04-25,-0.16283313325330132
2014-04-28,0.5782953181272509
2014-04-29,0.2168067226890756
2014-04-30,0.33406962785114036
2014-05-01,0.3929506111723549
2014-05-02,-0.31774309723889554
2014-05-05,0.12825930372148858
2014-05-06,0.2735654261704682
2014-05-07,0.19558223289315724
2014-05-08,0.21325842163221656
2014-05-09,0.44374549819927966
2014-05-12,0.09426396794957016
2014-05-13,0.0060984393757503004
2014-05-14,0.24331332533013206
2014-05-15,-0.19759903961584632
2014-05-16,-0.13997599039615843
2014-05-19,0.012148859543817525
2014-05-20,0.10088835534213686
2014-05-21,-0.06881152460984392
2014-05-22,-0.1986602319956045
2014-05-23,-0.24379351740696276
2014-05-27,0.0885954381752701
2014-05-28,0.004561824729891957
2014-05-29,0.1201920768307323
2014-05-30,0.05277310924369748
2014-06-02,-0.12681872749099637
2014-06-03,-0.03260504201680672
2014-06-04,0.30804321728691475
2014-06-05,0.18770708283313325
2014-06-06,-0.26818727490996397
2014-06-09,0.19798319327731093
2014-06-10,0.1472749099639856
2014-06-11,0.02770708283313325
2014-06-12,-0.1046843862099149
2014-06-13,0.10703481392557021
2014-06-16,-0.1280672268907563
2014-06-17,0.14909963985594235
2014-06-18,0.00936374549819928
2014-06-19,-0.04797118847539015
2014-06-20,0.1904921968787515
2014-06-23,-0.21190876350540214
2014-06-24,0.02770708283313325
2014-06-25,-0.12691476590636253
2014-06-26,0.20941176470588235
2014-06-27,0.043169267707082834
2014-06-30,-0.09243697478991596
2014-07-01,-0.11443251942120515
2014-07-02,0.012533013205282113
2014-07-03,-0.09695078031212485
2014-07-07,-0.16465786314525807
2014-07-08,-0.17839135654261706
2014-07-09,-0.1607202881152461
2014-07-10,0.19951980792316923
2014-07-11,0.03519807923169268
2014-07-14,0.07255702280912364
2014-07-15,-0.1059783913565426
2014-07-16,-0.04701080432172868
2014-07-17,0.14765906362545017
2014-07-18,-0.2802881152460984
2014-07-21,-0.0823529411764706
2014-07-22,-0.37873658442091684
2014-07-23,-0.037118847539015606
2014-07-24,-0.08801920768307324
2014-07-25,0.05277310924369748
2014-07-28,0.0035054021608643456
2014-07-29,-0.2292917166866747
2014-07-30,0.11270108043217285
2014-07-31,0.30295318127250903
2014-08-01,-0.03342217101013797
2014-08-04,-0.09301320528211285
2014-08-05,-0.06631452581032413
2014-08-06,0.22247298919567823
2014-08-07,0.20451380552220885
2014-08-08,-0.0974309723889556
2014-08-11,0.04235395809043346
2014-08-12,0.37795918367346937
2014-08-13,-0.04067226890756302
2014-08-14,-0.22785114045618246
2014-08-15,0.33368547418967587
2014-08-18,-0.10953181272509004
2014-08-19,0.07025210084033613
2014-08-20,0.146890756302521
2014-08-21,-0.09608643457382952
2014-08-22,0.10876350540216086
2014-08-25,-0.011188475390156062
2014-08-26,0.20422569027611043
2014-08-27,0.09282112845138055
2014-08-28,-0.09435774309723889
2014-08-29,0.18924369747899158
2014-09-02,0.09704681872749099
2014-09-03,-0.036638655462184866
2014-09-04,-0.0468187274909964
2014-09-05,-0.2611764705882353
2014-09-08,0.0993517406962785
2014-09-09,0.16470983701835235
2014-09-10,0.031068427370948382
2014-09-11,-0.1578391356542617
2014-09-12,0.08388955582232892
2014-09-15,0.1733013205282113
2014-09-16,-0.33397358943577427
2014-09-17,-0.161968787515006
2014-09-18,0.13133253301320527
2014-09-19,-0.2500360144057623
2014-09-22,0.0050420168067226885
2014-09-23,0.24187274909963982
2014-09-24,-0.012917166866746698
2014-09-25,0.196062424969988
2014-09-26,-0.16379351740696277
2014-09-29,-0.16024009603841535
2014-09-30,0.020792316926770707
2014-10-01,0.04797118847539015
2014-10-02,-0.146890756302521
2014-10-03,-0.06055803706557444
2014-10-06,-0.08657863145258103
2014-10-07,0.16254501800720286
2014-10-08,-0.451812725090036
2014-10-09,-0.45939975990396154
2014-10-10,0.02127250900360144
2014-10-13,0.2558943577430972
2014-10-14,0.5205762304921968
2014-10-15,0.2168067226890756
2014-10-16,0.055654261704681865
2014-10-17,0.43990396158463385
2014-10-20,-0.34463385354141657
2014-10-21,0.29997599039615847
2014-10-22,0.045954381752701084
2014-10-23,-0.03932773109243697
2014-10-24,-0.12557022809123647
2014-10-27,0.05421368547418968
2014-10-28,0.14986794717887153
2014-10-29,-0.06496998799519808
2014-10-30,0.22737094837935176
2014-10-31,0.02885954381752701
2014-11-03,0.06516206482593037
2014-11-04,-0.13584633853541417
2014-11-05,0.3696998799519808
2014-11-06,-0.09368547418967586
2014-11-07,0.3200480192076831
2014-11-10,0.256956949820759
2014-11-11,-0.14420168067226888
2014-11-12,-0.21267707082833132
2014-11-13,0.027322929171668665
2014-11-14,-0.12835534213685473
2014-11-17,-0.18396158463385354
2014-11-18,0.08763505402160864
2014-11-19,-0.03692677070828331
2014-11-20,-0.2048019207683073
2014-11-21,-0.03174069627851141
2014-11-24,-0.052292917166866744
2014-11-25,0.043169267707082834
2014-11-26,-0.027515006002400956
2014-11-28,0.06621848739495799
2014-12-01,0.15649459783913564
2014-12-02,0.3350300120048019
2014-12-03,-0.11683073229291716
2014-12-04,-0.4758223289315726
2014-12-05,-0.3686434573829531
2014-12-08,0.06881152460984392
2014-12-09,0.08408163265306122
2014-12-10,-0.15851140456182472
2014-12-11,0.196734693877551
2014-12-12,0.07082833133253301
2014-12-15,0.302280912364946
2014-12-16,0.09887154861944776
2014-12-17,0.0968547418967587
2014-12-18,-0.03010804321728691
2014-12-19,0.27750300120048016
2014-12-22,-0.2395678271308523
2014-12-23,0.5132773109243698
2014-12-24,0.20414925897363753
2014-12-26,0.028283313325330132
2014-12-29,-0.04912364945978391
2014-12-30,-0.23015606242497
2014-12-31,-0.10194477791116446
2015-01-02,0.2913325330132053
2015-01-05,0.1727250900360144
2015-01-06,-0.1169267707082833
2015-01-07,0.044897959183673466
2015-01-08,-0.2548379351740696
2015-01-09,-0.21286914765906362
2015-01-12,0.026554621848739496
2015-01-13,-0.15207683073229292
2015-01-14,-0.16400134542342323
2015-01-15,-0.23150060024009603
2015-01-16,-0.15505402160864346
2015-01-20,-0.09752701080432173
2015-01-21,0.1038655462184874
2015-01-22,-0.11414165666266506
2015-01-23,0.25291716686674665
2015-01-26,-0.07745498199279711
2015-01-27,0.17157262905162063
2015-01-28,-0.0981032412965186
2015-01-29,0.14641056422569024
2015-01-30,0.3335894357743097
2015-02-02,-0.1607202881152461
2015-02-03,-0.13603841536614644
2015-02-04,-0.0030252100840336134
2015-02-05,-0.23207683073229293
2015-02-06,-0.19270108043217285
2015-02-09,0.3129411764705882
2015-02-10,-0.0014885954381752698
2015-02-11,-0.15611044417767103
2015-02-12,0.10693877551020407
2015-02-13,0.09138055222088834
2015-02-17,-0.05546218487394958
2015-02-18,-0.2510924369747899
2015-02-19,-0.1363298038761231
2015-02-20,0.037310924369747894
2015-02-23,0.3988955582232893
2015-02-24,0.034333733493397356
2015-02-25,-0.13834333733493398
2015-02-26,0.09349339735894358
2015-02-27,0.08254501800720286
2015-03-02,-0.04067226890756302
2015-03-03,-0.030492196878751498
2015-03-04,-0.0561344537815126
2015-03-05,0.1251860744297719
2015-03-06,0.15015606242496998
2015-03-09,0.3043937575030012
2015-03-10,-0.16888355342136854
2015-03-11,-0.02645858343337335
2015-03-12,0.14066176888585846
2015-03-13,-0.30122448979591837
2015-03-16,0.0658343337334934
2015-03-17,0.12777911164465786
2015-03-18,-0.2504201680672269
2015-03-19,0.15082833133253298
2015-03-20,-0.12364945978391356
2015-03-23,0.061992797118847545
2015-03-24,-0.0006242496998799519
2015-03-25,0.3362785114045618
2015-03-26,0.3963025210084033
2015-03-27,-0.03807923169267707
2015-03-30,0.15879951980792315
2015-03-31,0.09781512605042017
2015-04-01,-0.07572810873992468
2015-04-02,0.08158463385354141
2015-04-06,0.33868760364152745
2015-04-07,0.20393757503001197
2015-04-08,0.008115246098439374
2015-04-09,0.05594237695078031
2015-04-10,0.04057623049219687
2015-04-13,-0.07649459783913565
2015-04-14,0.0034093637454981987
2015-04-15,0.018967587034813924
2015-04-16,0.09358943577430971
2015-04-17,0.05238895558223289
2015-04-20,0.1700360144057623
2015-04-21,0.12585834333733492
2015-04-22,0.2349579831932773
2015-04-23,-0.37920768307322933
2015-04-24,0.21440576230492195
2015-04-27,0.027034813925570226
2015-04-28,-0.08120048019207683
2015-04-29,0.06304921968787515
2015-04-30,0.3741176470588235
2015-05-01,0.011092436974789914
2015-05-04,-0.173109243697479
2015-05-05,-0.0033133253301320525
2015-05-06,0.21440576230492195
2015-05-07,0.09963985594237695
2015-05-08,-0.16600240096038413
2015-05-11,0.17944777911164464
2015-05-12,0.07783913565426169
2015-05-13,-0.05181272509003601
2015-05-14,0.19462184873949578
2015-05-15,-0.028475390156062427
2015-05-18,0.2670348139255702
2015-05-19,-0.019208144258699985
2015-05-20,0.09906362545018006
2015-05-21,0.042785114045618244
2015-05-22,0.2613685474189676
2015-05-26,0.022713085234093634
2015-05-27,0.010324129651860744
2015-05-28,0.1454501800720288
2015-05-29,0.15937575030012002
2015-06-01,0.4404801920768307
2015-06-02,-0.02645858343337335
2015-06-03,-0.049411764705882356
2015-06-04,-0.36873949579831933
2015-06-05,0.14660264105642254
2015-06-08,-0.05604379798217714
2015-06-09,-0.13219687875150057
2015-06-10,0.14199279711884752
2015-06-11,-0.15956782713085235
2015-06-12,0.2759663865546218
2015-06-15,-0.11500600240096039
2015-06-16,0.27135654261704684
2015-06-17,-0.019735894357743092
2015-06-18,-0.2533973589435774
2015-06-19,0.30343337334933973
2015-06-22,0.06948379351740695
2015-06-23,-0.09474189675870348
2015-06-24,0.07582232893157262
2015-06-25,0.008691476590636255
2015-06-26,0.04835534213685474
2015-06-29,0.041344537815126044
2015-06-30,-0.20825930372148857
2015-07-01,0.21805522208883552
2015-07-02,-0.35481392557022806
2015-07-06,0.03558223289315726
2015-07-07,-0.4196398559423769
2015-07-08,0.11078031212484994
2015-07-09,0.15879951980792315
2015-07-10,-0.026266506602641054
2015-07-13,0.29075630252100837
2015-07-14,-0.09416566626650659
2015-07-15,-0.2901800720288115
2015-07-16,-0.20789511693645654
2015-07-17,-0.07668667466986795
2015-07-20,-0.10156062424969987
2015-07-21,0.1074189675870348
2015-07-22,0.17176470588235296
2015-07-23,-0.024537815126050418
2015-07-24,0.13690276110444177
2015-07-27,0.11981079981364112
2015-07-28,0.06266506602641056
2015-07-29,0.10501800720288115
2015-07-30,-0.31362097538392397
2015-07-31,-0.07707082833133252
2015-08-03,-0.16004801920768308
2015-08-04,-0.2287154861944778
2015-08-05,0.24312124849939976
2015-08-06,-0.0050420168067226885
2015-08-07,0.21939975990396157
2015-08-10,0.1567827130852341
2015-08-11,-0.07683257703479994
2015-08-12,0.2943097238895558
2015-08-13,0.14890756302521005
2015-08-14,0.005330132052821128
2015-08-17,-0.0640096038415366
2015-08-18,-0.19361809412769582
2015-08-19,0.07860744297719087
2015-08-20,-0.024057623049219684
2015-08-21,-0.29373349339735894
2015-08-24,0.27663865546218486
2015-08-25,-0.05815126050420167
2015-08-26,-0.2072989195678271
2015-08-27,-0.22641056422569028
2015-08-28,0.1971188475390156
2015-08-31,0.5339255702280913
2015-09-01,-0.31841536614645854
2015-09-02,0.22458583433373347
2015-09-03,-0.07630252100840335
2015-09-04,-0.14468187274909963
2015-09-08,0.004945978391356542
2015-09-09,-0.12585834333733492
2015-09-10,-0.09915966386554621
2015-09-11,0.22122448979591836
2015-09-14,0.062088835534213675
