portfolio,mean_daily_return,annualised_return,annualised_volatility,sharpe,positive_day_pct,observations
Q1,0.0008556642085132387,0.21562738054533614,0.18773130612888628,1.148595750978784,0.5530679933665008,3618
Q2,0.0007870638342028416,0.19834008621911609,0.18113440592950086,1.0949884711373488,0.5569375345494748,3618
Q3,0.000840291571025861,0.21175347589851698,0.18369887308453284,1.1527206037952897,0.5591487009397457,3618
Q4,0.000808106654606711,0.20364287696089117,0.1943320509274139,1.0479119424152787,0.5533443891652847,3618
Q5,0.000780035068043228,0.19656883714689344,0.20914047019749404,0.9398890466358374,0.5461580983969043,3618
Q5_minus_Q1,-7.562914047001084e-05,-0.019058543398442734,0.17074093785671307,-0.1116225765049785,0.48894416804864566,3618
