date,spread_return,test_year,selected_horizon,selected_direction
2016-03-31,0.0010001980999015617,2016,2,reversal
2016-04-01,-0.0009485282597540006,2016,2,reversal
2016-04-04,-0.0007248376301785663,2016,2,reversal
2016-04-05,-0.005865658351423565,2016,2,reversal
2016-04-06,-0.00970079644104892,2016,2,reversal
2016-04-07,0.006039290382577123,2016,2,reversal
2016-04-08,0.002903676279056433,2016,2,reversal
2016-04-11,0.00034070217792995204,2016,2,reversal
2016-04-12,-0.027995254604050668,2016,2,reversal
2016-04-13,-0.012507912999509475,2016,2,reversal
2016-04-14,0.0062553752797320115,2016,2,reversal
2016-04-15,-0.0038652965015018035,2016,2,reversal
2016-04-18,-0.007118701721183018,2016,2,reversal
2016-04-19,0.006948090275245888,2016,2,reversal
2016-04-20,-0.0003772947481463394,2016,2,reversal
2016-04-21,-0.009933981321571505,2016,2,reversal
2016-04-22,0.020073398017940638,2016,2,reversal
2016-04-25,-0.007098476903481065,2016,2,reversal
2016-04-26,-0.008769320510836377,2016,2,reversal
2016-04-27,-0.0046966892708037895,2016,2,reversal
2016-04-28,0.005189469638392851,2016,2,reversal
2016-04-29,-0.0016932685102969414,2016,2,reversal
2016-05-02,0.003534503471920903,2016,2,reversal
2016-05-03,-0.013069990303027745,2016,2,reversal
2016-05-04,-0.0006901870118042885,2016,2,reversal
2016-05-05,-0.0028789962266780435,2016,2,reversal
2016-05-06,-0.004332810371147866,2016,2,reversal
2016-05-09,0.007726202935789295,2016,2,reversal
2016-05-10,-0.00047641048238571387,2016,2,reversal
2016-05-11,0.0034852644473935546,2016,2,reversal
2016-05-12,0.0014984287035804573,2016,2,reversal
2016-05-13,-0.006774681926724301,2016,2,reversal
2016-05-16,0.006088091597822587,2016,2,reversal
2016-05-17,-0.012189948437894792,2016,2,reversal
2016-05-18,0.015575609741262784,2016,2,reversal
2016-05-19,-0.0039049894048785896,2016,2,reversal
2016-05-20,-0.0016639950548403282,2016,2,reversal
2016-05-23,-0.01072755035336481,2016,2,reversal
2016-05-24,0.00198338264169694,2016,2,reversal
2016-05-25,0.0032683512951144134,2016,2,reversal
2016-05-26,-0.0038052963153637712,2016,2,reversal
2016-05-27,0.000183699821006278,2016,2,reversal
2016-05-31,0.007987087531028957,2016,2,reversal
2016-06-01,-0.004203131795132276,2016,2,reversal
2016-06-02,-0.004943685000030118,2016,2,reversal
2016-06-03,0.010964854928685198,2016,2,reversal
2016-06-06,-0.00417271923264585,2016,2,reversal
2016-06-07,-0.0008207569895192112,2016,2,reversal
2016-06-08,-0.0049709092193818034,2016,2,reversal
2016-06-09,-0.010784562436491096,2016,2,reversal
2016-06-10,-0.003996756469876805,2016,2,reversal
2016-06-13,-0.013087841689926438,2016,2,reversal
2016-06-14,0.00450844599440966,2016,2,reversal
2016-06-15,0.001493224960331485,2016,2,reversal
2016-06-16,-0.01642562871465225,2016,2,reversal
2016-06-17,0.004389585956063502,2016,2,reversal
2016-06-20,-0.011284769254574466,2016,2,reversal
2016-06-21,0.006416779645340665,2016,2,reversal
2016-06-22,0.004921316529737974,2016,2,reversal
2016-06-23,0.03142612035037717,2016,2,reversal
2016-06-24,-0.00949866650681609,2016,2,reversal
2016-06-27,0.01090884983149043,2016,2,reversal
2016-06-28,0.016046720424515437,2016,2,reversal
2016-06-29,0.0029238350513361103,2016,2,reversal
2016-06-30,0.0036021975004774218,2016,2,reversal
2016-07-01,-0.015729192528138692,2016,2,reversal
2016-07-05,-0.0006809637380645215,2016,2,reversal
2016-07-06,0.00668008807421101,2016,2,reversal
2016-07-07,-0.004953636878457868,2016,2,reversal
2016-07-08,-0.005146413701437247,2016,2,reversal
2016-07-11,0.007783780993392475,2016,2,reversal
2016-07-12,0.00389063370929299,2016,2,reversal
2016-07-13,0.003385496160446955,2016,2,reversal
2016-07-14,-0.0005949942178216871,2016,2,reversal
2016-07-15,-0.0031047104814288405,2016,2,reversal
2016-07-18,-0.0003631781833009051,2016,2,reversal
2016-07-19,0.006980808715398878,2016,2,reversal
2016-07-20,-0.0036858236173066385,2016,2,reversal
2016-07-21,0.00530578512812745,2016,2,reversal
2016-07-22,-0.01703006640619621,2016,2,reversal
2016-07-25,-0.009311515833027128,2016,2,reversal
2016-07-26,-0.002192812710047265,2016,2,reversal
2016-07-27,0.0017623014952517391,2016,2,reversal
2016-07-28,-0.004848705801023134,2016,2,reversal
2016-07-29,-0.011667369788243042,2016,2,reversal
2016-08-01,-0.0034590608004156026,2016,2,reversal
2016-08-02,0.004969879375681085,2016,2,reversal
2016-08-03,0.0004864120433779929,2016,2,reversal
2016-08-04,-0.009379122502250693,2016,2,reversal
2016-08-05,-0.0005772289642478334,2016,2,reversal
2016-08-08,-0.0016208841975402844,2016,2,reversal
2016-08-09,0.006411658129627862,2016,2,reversal
2016-08-10,0.00506646510594555,2016,2,reversal
2016-08-11,-0.0063378576405300644,2016,2,reversal
2016-08-12,0.007679365772432967,2016,2,reversal
2016-08-15,0.0005701908856833304,2016,2,reversal
2016-08-16,0.0007776168538790707,2016,2,reversal
2016-08-17,-0.0006693928644045388,2016,2,reversal
2016-08-18,0.002581561167736224,2016,2,reversal
2016-08-19,0.001893763341193655,2016,2,reversal
2016-08-22,-0.007243472295737063,2016,2,reversal
2016-08-23,0.004604076302207893,2016,2,reversal
2016-08-24,-0.009168607483375092,2016,2,reversal
2016-08-25,-0.004334604198481607,2016,2,reversal
2016-08-26,-0.00020952951568617992,2016,2,reversal
2016-08-29,-0.004725060092743494,2016,2,reversal
2016-08-30,-0.0043040270240003115,2016,2,reversal
2016-08-31,0.00194122471351611,2016,2,reversal
2016-09-01,0.00022746649666546262,2016,2,reversal
2016-09-02,-0.003873472797051547,2016,2,reversal
2016-09-06,-0.004026135439597856,2016,2,reversal
2016-09-07,-0.008968498905730439,2016,2,reversal
2016-09-08,-0.004665335604595446,2016,2,reversal
2016-09-09,0.0026540245177546946,2016,2,reversal
2016-09-12,-0.0011685705960292475,2016,2,reversal
2016-09-13,-0.010382268117318726,2016,2,reversal
2016-09-14,-0.007685679040722371,2016,2,reversal
2016-09-15,-0.0008258928095925102,2016,2,reversal
2016-09-16,0.007977333096981221,2016,2,reversal
2016-09-19,0.003485372313944335,2016,2,reversal
2016-09-20,-0.010705044381951525,2016,2,reversal
2016-09-21,-0.0037878844648360664,2016,2,reversal
2016-09-22,-0.007093927318647386,2016,2,reversal
2016-09-23,0.005106083210527534,2016,2,reversal
2016-09-26,-0.004454978493391893,2016,2,reversal
2016-09-27,0.000402148082487275,2016,2,reversal
2016-09-28,-0.011178333272609886,2016,2,reversal
2016-09-29,0.0030915651982642775,2016,2,reversal
2016-09-30,0.0061423389361844665,2016,2,reversal
2016-10-03,-0.0014437306628186542,2016,2,reversal
2016-10-04,-0.0019182167769880684,2016,2,reversal
2016-10-05,0.011489636930441593,2016,2,reversal
2016-10-06,-0.001887550896391943,2016,2,reversal
2016-10-07,-0.0046907585591553615,2016,2,reversal
2016-10-10,0.009627567240050072,2016,2,reversal
2016-10-11,-0.0016314367016006081,2016,2,reversal
2016-10-12,0.0014993307489286954,2016,2,reversal
2016-10-13,0.0020283691503553136,2016,2,reversal
2016-10-14,0.003267267208408797,2016,2,reversal
2016-10-17,-0.0018367488780585027,2016,2,reversal
2016-10-18,-0.008606130206975293,2016,2,reversal
2016-10-19,-0.0022277704894839378,2016,2,reversal
2016-10-20,0.0033109039273386265,2016,2,reversal
2016-10-21,-0.0008947328297020385,2016,2,reversal
2016-10-24,0.008224740665351038,2016,2,reversal
2016-10-25,0.0032660907958895315,2016,2,reversal
2016-10-26,0.0012619458152202997,2016,2,reversal
2016-10-27,0.01051158530360201,2016,2,reversal
2016-10-28,-0.007613818421317442,2016,2,reversal
2016-10-31,0.004750300359468418,2016,2,reversal
2016-11-01,0.00013099085666430296,2016,2,reversal
2016-11-02,-0.006974056144953599,2016,2,reversal
2016-11-03,-0.0033798109723427007,2016,2,reversal
2016-11-04,-0.006797714652366029,2016,2,reversal
2016-11-07,0.007495254724522049,2016,2,reversal
2016-11-08,-0.0006727677076337826,2016,2,reversal
2016-11-09,-0.05015649870837979,2016,2,reversal
2016-11-10,0.025871001956801476,2016,2,reversal
2016-11-11,-0.029160851554604315,2016,2,reversal
2016-11-14,0.0022028701129254372,2016,2,reversal
2016-11-15,0.018329995846033433,2016,2,reversal
2016-11-16,-0.0026314580825384636,2016,2,reversal
2016-11-17,-0.00429043126643045,2016,2,reversal
2016-11-18,0.002368340920215528,2016,2,reversal
2016-11-21,-0.017573484150995154,2016,2,reversal
2016-11-22,-0.006778907760399278,2016,2,reversal
2016-11-23,0.006164560306931377,2016,2,reversal
2016-11-25,0.005359323782846615,2016,2,reversal
2016-11-28,0.002123765632646557,2016,2,reversal
2016-11-29,0.011076931124081767,2016,2,reversal
2016-11-30,-0.0176673370300241,2016,2,reversal
2016-12-01,0.013146719623807934,2016,2,reversal
2016-12-02,0.008920082814677155,2016,2,reversal
2016-12-05,0.001414579654764303,2016,2,reversal
2016-12-06,0.004846857869149724,2016,2,reversal
2016-12-07,-0.0009574267098507398,2016,2,reversal
2016-12-08,0.001527003554499362,2016,2,reversal
2016-12-09,-0.0034929320554582866,2016,2,reversal
2016-12-12,0.0031923765937468375,2016,2,reversal
2016-12-13,0.007696802568920802,2016,2,reversal
2016-12-14,0.0009896711391534695,2016,2,reversal
2016-12-15,-0.0022930901787600816,2016,2,reversal
2016-12-16,0.007917100835051682,2016,2,reversal
2016-12-19,-0.00032871457120048353,2016,2,reversal
2016-12-20,-0.0037642028431827397,2016,2,reversal
2016-12-21,0.0006774383962874441,2016,2,reversal
2016-12-22,-0.0036642906381518015,2016,2,reversal
2016-12-23,-0.004650583469621961,2016,2,reversal
2016-12-27,0.014175126468933442,2016,2,reversal
2016-12-28,0.001632271353205328,2016,2,reversal
2016-12-29,0.0006401624529947863,2016,2,reversal
2016-12-30,0.0023061546625294024,2016,2,reversal
2017-01-03,-0.0006332998038493295,2017,10,reversal
2017-01-04,0.003903043912629911,2017,10,reversal
2017-01-05,-0.007307050145285132,2017,10,reversal
2017-01-06,-0.005141748369286348,2017,10,reversal
2017-01-09,-0.0012957611658111156,2017,10,reversal
2017-01-10,-6.578279844724443e-05,2017,10,reversal
2017-01-11,-0.004848150222192005,2017,10,reversal
2017-01-12,-0.005072425724331353,2017,10,reversal
2017-01-13,-0.00013132073023313078,2017,10,reversal
2017-01-17,-0.003359780164656656,2017,10,reversal
2017-01-18,-0.005489552220784466,2017,10,reversal
2017-01-19,-0.006027935508211413,2017,10,reversal
2017-01-20,-0.01692544946060608,2017,10,reversal
2017-01-23,-0.0032285941931686664,2017,10,reversal
2017-01-24,0.007551001248896727,2017,10,reversal
2017-01-25,-0.0021534818402672794,2017,10,reversal
2017-01-26,-0.00017375094167710898,2017,10,reversal
2017-01-27,0.002314543851356099,2017,10,reversal
2017-01-30,0.010472065451656909,2017,10,reversal
2017-01-31,-0.005967930973283787,2017,10,reversal
2017-02-01,0.0011839456950731187,2017,10,reversal
2017-02-02,0.01028418126913313,2017,10,reversal
2017-02-03,-0.015068361835375564,2017,10,reversal
2017-02-06,-0.0031943587126875396,2017,10,reversal
2017-02-07,-0.0024354441098410782,2017,10,reversal
2017-02-08,0.006640246551061035,2017,10,reversal
2017-02-09,-0.000978801087491898,2017,10,reversal
2017-02-10,0.005469784794813592,2017,10,reversal
2017-02-13,0.0012231926221838996,2017,10,reversal
2017-02-14,-0.0027544746600135167,2017,10,reversal
2017-02-15,-0.001415907731092192,2017,10,reversal
2017-02-16,-0.0028679679667225288,2017,10,reversal
2017-02-17,0.0020325788177356415,2017,10,reversal
2017-02-21,-0.00025431846175131276,2017,10,reversal
2017-02-22,-0.00982848516700222,2017,10,reversal
2017-02-23,-0.005296110445422064,2017,10,reversal
2017-02-24,0.010819458318240993,2017,10,reversal
2017-02-27,-0.003745062601906424,2017,10,reversal
2017-02-28,0.006680759662546033,2017,10,reversal
2017-03-01,-0.012223078232989081,2017,10,reversal
2017-03-02,0.003146893869822198,2017,10,reversal
2017-03-03,0.0011860473335072008,2017,10,reversal
2017-03-06,0.006806196748192805,2017,10,reversal
2017-03-07,-0.0040920376350864875,2017,10,reversal
2017-03-08,-0.004454099545234058,2017,10,reversal
2017-03-09,0.0020409050311456112,2017,10,reversal
2017-03-10,-0.001307122302213204,2017,10,reversal
2017-03-13,-5.9878772177712584e-05,2017,10,reversal
2017-03-14,0.004648254490932046,2017,10,reversal
2017-03-15,0.004020204285349038,2017,10,reversal
2017-03-16,-0.008678380825600917,2017,10,reversal
2017-03-17,-0.0008237559982238402,2017,10,reversal
2017-03-20,-0.008730714055119515,2017,10,reversal
2017-03-21,-0.00641548649464233,2017,10,reversal
2017-03-22,0.002053854917307707,2017,10,reversal
2017-03-23,-0.004751509548207478,2017,10,reversal
2017-03-24,-0.004718738092694119,2017,10,reversal
2017-03-27,0.008959814608873273,2017,10,reversal
2017-03-28,-0.002315900339312882,2017,10,reversal
2017-03-29,0.006151117958179696,2017,10,reversal
2017-03-30,-0.006438161499761585,2017,10,reversal
2017-03-31,0.0018964107552524089,2017,10,reversal
2017-04-03,-0.0032175407977027893,2017,10,reversal
2017-04-04,-0.001637103946389351,2017,10,reversal
2017-04-05,0.0018359496244319208,2017,10,reversal
2017-04-06,-0.0013777838778189944,2017,10,reversal
2017-04-07,-0.0060722256311642854,2017,10,reversal
2017-04-10,0.002020436675878068,2017,10,reversal
2017-04-11,-0.007244893581121436,2017,10,reversal
2017-04-12,-0.0013469976403710279,2017,10,reversal
2017-04-13,0.014994130906561553,2017,10,reversal
2017-04-17,0.0001118707409068165,2017,10,reversal
2017-04-18,0.003674875831693725,2017,10,reversal
2017-04-19,0.007032811797171856,2017,10,reversal
2017-04-20,-0.007282916964758202,2017,10,reversal
2017-04-21,0.008632247655767698,2017,10,reversal
2017-04-24,-0.003124403930975961,2017,10,reversal
2017-04-25,-0.000253735007736966,2017,10,reversal
2017-04-26,-0.004656591194193182,2017,10,reversal
2017-04-27,-0.004877060726931681,2017,10,reversal
2017-04-28,-0.0006984350355435432,2017,10,reversal
2017-05-01,-0.0021061518408335587,2017,10,reversal
2017-05-02,0.0036485114765706485,2017,10,reversal
2017-05-03,-0.001983519594836958,2017,10,reversal
2017-05-04,0.003500013284823489,2017,10,reversal
2017-05-05,-0.0022976132048779354,2017,10,reversal
2017-05-08,-0.0024285523325588755,2017,10,reversal
2017-05-09,0.011041793167902537,2017,10,reversal
2017-05-10,-0.0026770605574134906,2017,10,reversal
2017-05-11,-0.004530526333929386,2017,10,reversal
2017-05-12,-0.0007650036480215784,2017,10,reversal
2017-05-15,0.00666266521882557,2017,10,reversal
2017-05-16,0.00642072665108365,2017,10,reversal
2017-05-17,-0.006019170383280203,2017,10,reversal
2017-05-18,-0.002361963173155124,2017,10,reversal
2017-05-19,-0.008525426322884644,2017,10,reversal
2017-05-22,0.011020231950521842,2017,10,reversal
2017-05-23,-0.009580078500508283,2017,10,reversal
2017-05-24,-0.0055361241811759275,2017,10,reversal
2017-05-25,0.0028878974398790836,2017,10,reversal
2017-05-26,-0.011084648947643928,2017,10,reversal
2017-05-30,-0.009343596562771526,2017,10,reversal
2017-05-31,0.007597096570452266,2017,10,reversal
2017-06-01,-0.009412077147227471,2017,10,reversal
2017-06-02,0.0005502479285205751,2017,10,reversal
2017-06-05,0.00294118447191003,2017,10,reversal
2017-06-06,0.0017537493233684921,2017,10,reversal
2017-06-07,0.011020573044554094,2017,10,reversal
2017-06-08,0.020064075417084024,2017,10,reversal
2017-06-09,-0.011040859414953886,2017,10,reversal
2017-06-12,0.00997990522225265,2017,10,reversal
2017-06-13,-0.009024608421729217,2017,10,reversal
2017-06-14,0.0008310065922116248,2017,10,reversal
2017-06-15,0.0009171627469931275,2017,10,reversal
2017-06-16,0.007794965156173306,2017,10,reversal
2017-06-19,-0.002262997988488602,2017,10,reversal
2017-06-20,0.005734687421641339,2017,10,reversal
2017-06-21,-0.020476668262190568,2017,10,reversal
2017-06-22,0.00721217053823563,2017,10,reversal
2017-06-23,0.006878210203606683,2017,10,reversal
2017-06-26,0.0067358604607018705,2017,10,reversal
2017-06-27,0.0036039004212984884,2017,10,reversal
2017-06-28,-7.238032349904389e-05,2017,10,reversal
2017-06-29,0.004860888094896854,2017,10,reversal
2017-06-30,-0.0004021977302657185,2017,10,reversal
2017-07-03,0.0036623314640106047,2017,10,reversal
2017-07-05,0.0065099829097967086,2017,10,reversal
2017-07-06,0.0014055447436595592,2017,10,reversal
2017-07-07,0.003285965868158403,2017,10,reversal
2017-07-10,0.00530408583460944,2017,10,reversal
2017-07-11,0.00660202881199069,2017,10,reversal
2017-07-12,0.004311101369792458,2017,10,reversal
2017-07-13,-8.479912887310315e-05,2017,10,reversal
2017-07-14,0.00044140666330148024,2017,10,reversal
2017-07-17,-0.020268174047190078,2017,10,reversal
